,Sentence,Sentiment,target,cleaned_text
2472,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,1,acquisition support strategy close customer world offer equipment related service
2473,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,positive,1,Barclays Bonds rise Lender Cuts dividend shore capital
2474,$INVE : SEE YA ABOVE $8,positive,1,$ INVE YA $ 8
2475,The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,neutral,0,Group revenue 2009 amount EUR 70 million company currently employ approximately 780 people
2476,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",positive,1,"estonian telecom company Elisa customer number cross 400,000 TALLINN Oct 22 BNS estonian telecommunications company Elisa win approximately 50,000 new client month year bring number 401,800 end September company say"
2477,Construction is expected to be completed in the summer of 2011 .,neutral,0,construction expect complete summer 2011
2478,Poyry is a global expert in consulting and engineering .,neutral,0,Poyry global expert consulting engineering
2479,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",neutral,0,Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 1 Annual General Meeting Vaisala Oyj decide March 25 2010 approve Company annual account 2009
2480,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive,1,net sale increase EUR193 .3 m EUR179 .9 m pretax profit rise 34.2 EUR43 .1 m. EUR1 = USD1 .4
2481,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,neutral,0,operate profit fourth quarter go down EUR3 m EUR4 .2 m corresponding period 2009 include cost growth project
2482,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral,0,COMPTEL CORPORATION Sami Ervio President CEO distribution NASDAQ OMX Helsinki major medium Comptel Dynamic oss solution enable telecom service provider deliver service flexibly charge effectively
2483,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral,0,` ` Vaalipalvelu service especially develop use community organization
2484,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative,-1,announcement come week key licensing agreement expire company embroil disagreement royalty payment Texas Instrument chip use Qualcomm patent technology
2485,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral,0,accord post World Intellectual Property Organization ` ` present invention relate hydrocarbon particularly manufacture hydrocarbon component suitable aviation fuel jet fuel blend stock aviation fuel
2486,"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .",neutral,0,"order consist total 1,600 panel lift away weatherdeck hatch cover deliver container vessel capacity range 2,000 13,300 teu"
2487,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,neutral,0,company support global customer develop new technology offer fast route product development application volume production
2488,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",neutral,0,"10.33 Huhtamaki market big faller 8.69 pct low 11.35 eur OMX Helsinki 25 0.32 pct high 3,332.41 OMX Helsinki 0.47 pct 11,687.32"
2489,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive,1,Imperial Tobacco add Quarterly dividend Profit Rose
2490,$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,positive,1,$ NFLX +1 $ 104.80 long streaming service rapidly outpace traditional cable
2491,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral,0,buyer real estate owner Propertos Oy company agree not disclose financial detail deal
2492,"However , the broker gave an `` outperform '' recommendation on the stock .",positive,1,broker give ` ` outperform recommendation stock
2493,Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,positive,1,Airbus 100 firm order A350 89 nonbinde commitment
2494,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral,0,Den Bosch base TomTom Europe large maker automotive navigation device Cayman Islands base Garmin large U.S. overall
2495,Also construction expenses have gone up in Russia .,neutral,0,construction expense go Russia
2496,Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,positive,1,double handle buy point 56.49 $ WMT http://chart.ly/ml857v3
2497,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",positive,1,Aspo Plc STOCK EXCHANGE RELEASE February 11 2011 at8 .45 a.m. ESL Shipping Ltd Aspo Group sign new long term contract Rautaruukki Corporation marine transport raw material Baltic Sea
2498,UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative,-1,update 1 Lloyds cut 945 job 3 year restructuring plan
2499,"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",positive,1,` ` long unprofitable period Food Division post profitable result speak healthy cost structure new approach business operation Rihko say
2500,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral,0,Aspocomp Group headquarter Helsinki Finland develop interconnection solution electronics industry
2501,"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",neutral,0,Economic Development Trade Ministry Industry Energy Ministry Kostroma regional administration russian Lumberman Timber Exporters Union carry work acquire investment construction pulp paper mill Neya since 2003
2502,$RIMM $spx $nya $compq $djia all going down,negative,-1,$ RIMM $ spx $ nya $ compq $ djia go down
2503,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",positive,1,9 September 2010 finnish stationery gift retailer Tiimari HEL TII1V say today net sale rise 2 year year EUR5 .7 m August 2010 drive growth Finland demand Baltics remain weak
2504,M2 Communications disclaims all liability for information provided within information on on the world wide web .,neutral,0,M2 Communications disclaim liability information provide information world wide web
2505,"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",neutral,0,note client publish dutch broker describe company quarter result ` soft note Elcoteq retain guidance dealer say
2506,"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral,0,firm UK head office Rugby Road Lutterworth
2507,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",positive,1,"omx Nordic 40 OMXN40 index comprise 40 trade nordic stock Nasdaq omx exchange close 0.43 1,138.84 point Wednesday"
2508,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral,0,addition software development new design unit provide mechanical engineering electronic design
2509,CRH's concrete bid for Holcim Lafarge assets,positive,1,CRH concrete bid Holcim Lafarge asset
2510,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",neutral,0,net sale financial year 2006 expect eur20 m operating result EBIT expect loss announce
2511,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,0,seller Finnish Elcoteq Group large european electronic manufacturing service company
2512,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,neutral,0,sale unit slump year industry hit poor snowfall major resort winter 2006 07
2513,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",neutral,0,Salcomp Oyj finnish maker mobile phone charger Monday post EUR1 .49 million loss second quarter compare 1.70 million profit same period previous year
