,label,text,target,cleaned_text
2573,neutral,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",0,Sullivan say board ` ` involve lot work people pay time
2574,neutral,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,0,Suomen Paikallissanomat Oy Alma Media Group currently publish 15 local newspaper Finland
2575,neutral,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,0,Talvivaara list London Stock Exchange Main Market NASDAQ OMX Helsinki include FTSE 250 Index
2576,neutral,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",0,tecnotree convergent charging solution include functionality prepaid post pay billing charge rating voice call video call raw datum traffic mobile fix network
2577,neutral,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",0,Telecom foreign investment limit 74 appear mobile VAS not mean tecnoman pick 96.6
2578,neutral,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,0,teleste BK Optiflex amplifier product ongoing capacity upgrade KDG network bi directionality
2579,neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,0,teleste 30 office worldwide list Nordic Exchange Helsinki
2580,neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,0,Teleste set 1954 divide Broadband Cable Networks Video Networks business area
2581,neutral,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",0,2500 passenger ferry dimension 185 m length overall 170 m length perpendicular 27.70 m breadth 6.55 m design draught
2582,neutral,"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ænnen Tehtaat 's other businesses .",0,acquisition not frozen food fish sector long synergy L+Ænnen Tehtaat business
2583,neutral,The acquisition price was not disclosed .,0,acquisition price not disclose
2584,neutral,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,0,aforementioned shareholder inform propose Annual General Meeting number member Board Directors shall present member Board Directors Mr Lassi Noponen shall elect Board Directors
2585,neutral,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",0,aim CEO Q&A session clarity information public early
2586,neutral,The Board of Directors was authorized to decide on other terms of the share issue .,0,Board Directors authorize decide term share issue
2587,neutral,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,0,bridge 1.2 km long locate Anasmotet road E20 new traffic junction Marieholm road E45
2588,neutral,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",0,building 40 condominium build 4 5 stage
2589,neutral,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",0,business area operation Finland Sweden Denmark Estonia Latvia Lithuania
2590,neutral,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",0,buyer real estate owner Propertos Oy company agree not disclose financial detail deal
2591,neutral,The capital structure of Solidium may be complemented by other financial instruments in the future .,0,capital structure Solidium complement financial instrument future
2592,neutral,The category was marked by maturity and the recession .,0,category mark maturity recession
2593,neutral,The chain is to unite 45-50 centres by the end of 2008 .,0,chain unite 45 50 centre end 2008
2594,neutral,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,0,company 410 employee annual turnover EUR65 .4 m. Vaahto Group list Nordic Exchange Helsinki
2595,neutral,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",0,company seek possibility relocate Luumaki personnel 50 people UPM mill
2596,neutral,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",0,company offer payroll service include payroll processing payroll tax administration employee pay service include direct deposit check signing Readychex
2597,neutral,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",0,company operate business reportable segment include Banking Investment Services Non Life Insurance
2598,neutral,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,0,company board director propose dividend EUR0 .12 share 2006
2599,neutral,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,0,company board director propose dividend EUR 0.14 2008 annual general meeting
2600,neutral,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",0,company plant Russia continue tyre near market plant Nokia Finland manufacture tyre market
2601,neutral,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,0,company share list Mid Cap segment NASDAQ OMX Helsinki
2602,neutral,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,0,company share quote NASDAQ OMX Helsinki Rautaruukki Oyj RTRKS
2603,neutral,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",0,company subsidiary Vaisala Inc. acquire Aviation Systems Maintenance Inc ASMI Kansas U.S. base airport service company 2.6 million usd net sale 2008
2604,positive,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,1,company say start investigate streamline operation order meet tighten competition mobile phone charger market
2605,neutral,The company then said it will focus its resources on clinical research .,0,company say focus resource clinical research
2606,neutral,The Company turnover amounted to MEUR 27.9 in 2007 .,0,Company turnover amount MEUR 27.9 2007
2607,neutral,The company website is www.ahlstrom.com .,0,company website www.ahlstrom.com
2608,neutral,The company will be part of Teleste 's Video and Broadband Solutions business area .,0,company Teleste Video Broadband Solutions business area
2609,neutral,"The company will publish its financial statement for 2008 on February 25 , 2009 .",0,company publish financial statement 2008 February 25 2009
2610,neutral,The company will release its 2010 results on 11 February 2011 .,0,company release 2010 result 11 February 2011
2611,neutral,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",0,company use money product development research activity 2013 key market Finland Germany Italy France
2612,neutral,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,0,continue operation mean structure restructuring Aspocomp group include Aspocomp Oulu headquarter operation
2613,neutral,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",0,contract cover turnkey delivery airport operate authority John F Kennedy LaGuardia Newark Teterboro Stewart International
2614,neutral,The contract includes heating plant equipment and associated installation work .,0,contract include heating plant equipment associated installation work
